date,close,adjclose
2026-05-27,729.45,729.45
2026-05-28,735.60,735.6
2026-05-29,738.31,738.31
2026-06-01,742.74,742.74
2026-06-02,746.16,746.16
2026-06-03,744.21,744.21
2026-06-04,740.61,740.61
2026-06-05,705.06,705.06
2026-06-08,716.07,716.07
2026-06-09,707.83,707.83
2026-06-10,693.69,693.69
2026-06-11,717.12,717.12
